format=1 tracks=2 division=192

BA    1   CR         0   TR  0   CH 16   Meta Event   type &7F   5 15 28 50 48 48 49 46 49 48 46 48 50
BA    1   CR         0   TR  0   CH 16   Meta Event   type &7F   5 15 18 0 0 0 127 0
BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Key C major
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Meta Event   type &7F   5 15 9 0 72
BA    1   CR         0   TR  1   CH 16   Text type 3: " "
BA    1   CR         0   TR  1   CH 16   Meta Event   type &7F   5 15 6 71 101 110 101 114 97 108 32 77 73 68 73
BA    1   CR         0   TR  1   CH  1   Instrument 103
BA    1   CR         0   TR  1   CH 16   Meta Event   type &20   0
BA    1   CR         0   TR  1   CH  1   Channel volume 100
BA    1   CR         0   TR  1   CH  1   ST &B0 &0A &40
BA    1   CR         0   TR  1   CH  1   Channel volume 0
BA    1   CR         0   TR  1   CH  1   ST &B0 &0A &40
BA    1   CR   1+13/96   TR  1   CH  1   ST &B0 &40 &00
BA    1   CR   1+13/96   TR  1   CH  1   ST &B0 &40 &00
BA    1   CR   1+13/96   TR  1   CH  1   ST &B0 &40 &00
BA    1   CR   1+13/96   TR  1   CH  1   ST &B0 &40 &00
BA    1   CR   1+13/96   TR  1   CH  1   NT  B'          29/64   von=100
BA    1   CR   1+13/96   TR  1   CH  1   Channel volume 100
BA    1   CR  1+29/192   TR  1   CH  1   NT  G#           7/16
BA    1   CR    1+5/32   TR  1   CH  1   Channel volume 100
BA    1   CR  1+31/192   TR  1   CH  1   NT  G#'        83/192
BA    1   CR 1+113/192   TR  1   CH  1   NT  B-         95/192
BA    1   CR    2+1/12   TR  1   CH  1   NT  A'          29/64
BA    1   CR  2+17/192   TR  1   CH  1   NT  F#          29/64
BA    1   CR  2+17/192   TR  1   CH  1   NT  F#'         29/64
BA    1   CR   2+13/24   TR  1   CH  1   NT  B-          11/24
BA    1   CR         3   TR  1   CH  1   NT  G#'         15/32
BA    1   CR         3   TR  1   CH  1   NT  E           15/32
BA    1   CR   3+1/192   TR  1   CH  1   NT  E'        179/192
BA    1   CR   3+15/32   TR  1   CH  1   NT  B-          15/32
BA    1   CR   3+15/16   TR  1   CH  1   NT  Eb          15/32

BA    2   CR     13/32   TR  1   CH  1   NT  B-         91/192
BA    2   CR     85/96   TR  1   CH  1   NT  E-          25/48
BA    2   CR  1+67/192   TR  1   CH  1   NT  G#'         15/32
BA    2   CR   1+13/32   TR  1   CH  1   NT  B-          29/64
BA    2   CR   1+13/32   TR  1   CH  1   NT  E'          11/24
BA    2   CR   1+55/64   TR  1   CH  1   NT  A'         83/192
BA    2   CR   1+83/96   TR  1   CH  1   NT  E           41/96
BA    2   CR   1+83/96   TR  1   CH  1   NT  F#'        83/192
BA    2   CR    2+7/24   TR  1   CH  1   NT  B'          15/32
BA    2   CR    2+7/24   TR  1   CH  1   NT  G#          15/32
BA    2   CR   2+19/64   TR  1   CH  1   NT  G#'        89/192
BA    2   CR  3+43/192   TR  1   CH  1   NT  B'          23/48
BA    2   CR   3+11/48   TR  1   CH  1   NT  B-         91/192
BA    2   CR   3+11/48   TR  1   CH  1   NT  G#'         23/48
BA    2   CR   3+45/64   TR  1   CH  1   NT  A'         89/192
BA    2   CR   3+17/24   TR  1   CH  1   NT  E          89/192
BA    2   CR 3+137/192   TR  1   CH  1   NT  F#'        89/192

BA    3   CR     11/64   TR  1   CH  1   NT  G#'        91/192
BA    3   CR     11/64   TR  1   CH  1   NT  G#          23/48
BA    3   CR     17/96   TR  1   CH  1   NT  E'         91/192
BA    3   CR     31/48   TR  1   CH  1   NT  A'          49/96
BA    3   CR   125/192   TR  1   CH  1   NT  B--         49/96
BA    3   CR     21/32   TR  1   CH  1   NT  F#'        97/192
BA    3   CR    1+5/32   TR  1   CH  1   NT  F#'         1/192
BA    3   CR  1+31/192   TR  1   CH  1   NT  F#-          5/12
BA    3   CR     1+1/6   TR  1   CH  1   NT  Eb'          5/12
BA    3   CR   1+37/64   TR  1   CH  1   NT  B-         89/192
BA    3   CR    2+1/24   TR  1   CH  1   NT  E           15/32
BA    3   CR   2+47/48   TR  1   CH  1   NT  F#-           1/2
BA    3   CR   3+23/48   TR  1   CH  1   NT  B-         85/192
BA    3   CR   3+59/64   TR  1   CH  1   NT  E           15/32

BA    4   CR     25/64   TR  1   CH  1   NT  B--         23/48
BA    4   CR     19/48   TR  1   CH  1   NT  Eb         91/192
BA    4   CR       7/8   TR  1   CH  1   NT  F#-         29/64
BA    4   CR   1+21/64   TR  1   CH  1   NT  B-         91/192
BA    4   CR   1+77/96   TR  1   CH  1   NT  E           15/32
BA    4   CR   2+47/64   TR  1   CH  1   NT  F#-         23/48
BA    4   CR  3+41/192   TR  1   CH  1   NT  F#         89/192
BA    4   CR  3+41/192   TR  1   CH  1   NT  B-         89/192
