format=1 tracks=14 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 104
BA    1   CR         0   TR  0   CH 16   Tempo 115
BA    1   CR         0   TR  0   CH 16   Tempo 115
BA    1   CR         0   TR  1   CH 16   Text type 3: "Arranged by:"
BA    1   CR         0   TR  1   CH 15   ST &BE &0A &40
BA    1   CR         0   TR  1   CH 15   Channel volume 100
BA    1   CR         0   TR  1   CH 15   ST &EE &00 &40
BA    1   CR         0   TR  1   CH 15   ST &BE &65 &00
BA    1   CR         0   TR  1   CH 15   ST &BE &64 &00
BA    1   CR         0   TR  1   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR  1   CH 15   ST &BE &0A &40
BA    1   CR         0   TR  1   CH 15   Channel volume 100
BA    1   CR         0   TR  1   CH 15   ST &EE &00 &40
BA    1   CR         0   TR  1   CH 15   ST &BE &65 &00
BA    1   CR         0   TR  1   CH 15   ST &BE &64 &00
BA    1   CR         0   TR  1   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR  1   CH 15   ST &BE &0A &40
BA    1   CR         0   TR  1   CH 15   Channel volume 100
BA    1   CR         0   TR  1   CH 15   ST &EE &00 &40
BA    1   CR         0   TR  1   CH 15   ST &BE &65 &00
BA    1   CR         0   TR  1   CH 15   ST &BE &64 &00
BA    1   CR         0   TR  1   CH 15   ST &BE &06 &0C
BA    1   CR         0   TR  1   CH 15   ST &BE &0A &40
BA    1   CR         0   TR  1   CH 15   Channel volume 100
BA    1   CR         0   TR  1   CH 15   ST &EE &00 &40
BA    1   CR         0   TR  2   CH 16   Text type 3: "Grimm Teather (catchbull@gmail.com)"
BA    1   CR         0   TR  2   CH 16   ST &BF &0A &40
BA    1   CR         0   TR  2   CH 16   Channel volume 100
BA    1   CR         0   TR  2   CH 16   ST &EF &00 &40
BA    1   CR         0   TR  2   CH 16   ST &BF &65 &00
BA    1   CR         0   TR  2   CH 16   ST &BF &64 &00
BA    1   CR         0   TR  2   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR  2   CH 16   ST &BF &0A &40
BA    1   CR         0   TR  2   CH 16   Channel volume 100
BA    1   CR         0   TR  2   CH 16   ST &EF &00 &40
BA    1   CR         0   TR  2   CH 16   ST &BF &65 &00
BA    1   CR         0   TR  2   CH 16   ST &BF &64 &00
BA    1   CR         0   TR  2   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR  2   CH 16   ST &BF &0A &40
BA    1   CR         0   TR  2   CH 16   Channel volume 100
BA    1   CR         0   TR  2   CH 16   ST &EF &00 &40
BA    1   CR         0   TR  2   CH 16   ST &BF &65 &00
BA    1   CR         0   TR  2   CH 16   ST &BF &64 &00
BA    1   CR         0   TR  2   CH 16   ST &BF &06 &0C
BA    1   CR         0   TR  2   CH 16   ST &BF &0A &40
BA    1   CR         0   TR  2   CH 16   Channel volume 100
BA    1   CR         0   TR  2   CH 16   ST &EF &00 &40
BA    1   CR         0   TR  3   CH 16   Text type 3: "channel 3"
BA    1   CR         0   TR  3   CH  3   ST &B2 &0A &4A
BA    1   CR         0   TR  3   CH  3   Channel volume 77
BA    1   CR         0   TR  3   CH  3   ST &E2 &00 &40
BA    1   CR         0   TR  3   CH  3   ST &B2 &65 &00
BA    1   CR         0   TR  3   CH  3   ST &B2 &64 &00
BA    1   CR         0   TR  3   CH  3   ST &B2 &06 &0C
BA    1   CR         0   TR  3   CH  3   ST &B2 &0A &4A
BA    1   CR         0   TR  3   CH  3   Channel volume 77
BA    1   CR         0   TR  3   CH  3   ST &E2 &00 &40
BA    1   CR         0   TR  3   CH  3   Instrument 18
BA    1   CR         0   TR  3   CH  3   ST &B2 &65 &00
BA    1   CR         0   TR  3   CH  3   ST &B2 &64 &00
BA    1   CR         0   TR  3   CH  3   ST &B2 &06 &0C
BA    1   CR         0   TR  3   CH  3   ST &B2 &0A &4A
BA    1   CR         0   TR  3   CH  3   Channel volume 77
BA    1   CR         0   TR  3   CH  3   ST &E2 &00 &40
BA    1   CR         0   TR  3   CH  3   Instrument 18
BA    1   CR         0   TR  3   CH  3   ST &B2 &65 &00
BA    1   CR         0   TR  3   CH  3   ST &B2 &64 &00
BA    1   CR         0   TR  3   CH  3   ST &B2 &06 &0C
BA    1   CR         0   TR  3   CH  3   ST &B2 &0A &4A
BA    1   CR         0   TR  3   CH  3   Channel volume 77
BA    1   CR         0   TR  3   CH  3   ST &E2 &00 &40
BA    1   CR         0   TR  3   CH  3   Instrument 18
BA    1   CR         0   TR  3   CH  3   NT  B--         47/96   von=100
BA    1   CR         0   TR  4   CH 16   Text type 3: "channel 3 #2"
BA    1   CR         0   TR  4   CH  6   ST &B5 &0A &35
BA    1   CR         0   TR  4   CH  6   Channel volume 78
BA    1   CR         0   TR  4   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  4   CH  6   ST &B5 &65 &00
BA    1   CR         0   TR  4   CH  6   ST &B5 &64 &00
BA    1   CR         0   TR  4   CH  6   ST &B5 &06 &0C
BA    1   CR         0   TR  4   CH  6   ST &B5 &0A &35
BA    1   CR         0   TR  4   CH  6   Channel volume 78
BA    1   CR         0   TR  4   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  4   CH  6   Instrument 40
BA    1   CR         0   TR  4   CH  6   ST &B5 &65 &00
BA    1   CR         0   TR  4   CH  6   ST &B5 &64 &00
BA    1   CR         0   TR  4   CH  6   ST &B5 &06 &0C
BA    1   CR         0   TR  4   CH  6   ST &B5 &0A &35
BA    1   CR         0   TR  4   CH  6   Channel volume 78
BA    1   CR         0   TR  4   CH  6   ST &E5 &00 &40
BA    1   CR         0   TR  4   CH  6   Instrument 40
BA    1   CR         0   TR  4   CH  6   ST &B5 &65 &00
BA    1   CR         0   TR  4   CH  6   ST &B5 &64 &00
BA    1   CR         0   TR  4   CH  6   ST &B5 &06 &0C
BA    1   CR         0   TR  4   CH  6   ST &B5 &0A &35
BA    1   CR         0   TR  4   CH  6   Channel volume 78
